round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min,latitude,longitude,location
Group stage,2004-09-29,Werder Bremen,Valencia,Germany,Spain,2,1,,,Weserstadion,Werder Bremen,2-1,53.0664479,8.8376718,"Weserstadion, Germany"
Group stage,2004-10-19,Monaco,Olympiacos,France,Greece,2,1,,,Stade Louis II,Monaco,2-1,46.603354,1.8883335,France
Group stage,2004-10-19,Real Madrid,Dynamo Kyiv,Spain,Ukraine,1,0,,,Estadio Santiago Bernabéu,Real Madrid,1-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Group stage,2004-10-19,Sparta Prague,Manchester Utd,Czech Republic,England,0,0,,,Stadion Letná,,0-0,50.0997126,14.4158918,"Stadion Letná, Czech Republic"
Group stage,2004-10-19,Juventus,Bayern Munich,Italy,Germany,1,0,,,Delle Alpi,Juventus,1-0,46.2617049,10.59038,"Delle Alpi, Italy"
Group stage,2004-10-19,Liverpool,La Coruña,England,Spain,0,0,,,Anfield,,0-0,53.4309164,-2.9609314,"Anfield, England"
Group stage,2004-10-19,Ajax,Maccabi Tel Aviv,Netherlands,Israel,3,0,,,Amsterdam ArenA,Ajax,3-0,52.3159898,4.9429305,"Amsterdam ArenA, Netherlands"
Group stage,2004-10-19,Leverkusen,Roma,Germany,Italy,3,1,,,BayArena,Leverkusen,3-1,51.0381439,7.0030964,"BayArena, Germany"
Group stage,2004-10-19,Fenerbahçe,Lyon,Turkey,France,1,3,,,Şükrü Saracoğlu,Lyon,1-3,40.9875807,29.0369773,"Şükrü Saracoğlu, Turkey"
Group stage,2004-10-20,Paris S-G,Porto,France,Portugal,2,0,,,Parc des Princes,Paris S-G,2-0,48.8413634,2.2530693,"Parc des Princes, France"
Group stage,2004-10-20,Anderlecht,Werder Bremen,Belgium,Germany,1,2,,,Constant Vanden Stock Stadium,Werder Bremen,1-2,50.8341434,4.2969279,"Constant Vanden Stock Stadium, Belgium"
Group stage,2004-10-20,Panathinaikos,Arsenal,Greece,England,2,2,,,Apostolos Nikolaidis,,2-2,37.9871895,23.7541388,"Apostolos Nikolaidis, Greece"
Group stage,2004-10-20,Rosenborg,PSV Eindhoven,Norway,Netherlands,1,2,,,Lerkendal Stadion,PSV Eindhoven,1-2,63.4123264,10.4044664,"Lerkendal Stadion, Norway"
Group stage,2004-10-20,Chelsea,CSKA Moscow,England,Russia,2,0,,,Stamford Bridge,Chelsea,2-0,51.4816869,-0.1910336,"Stamford Bridge, England"
Group stage,2004-10-20,Milan,Barcelona,Italy,Spain,1,0,,,Stadio Giuseppe Meazza,Milan,1-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Group stage,2004-10-20,Shakhtar,Celtic,Ukraine,Scotland,3,0,,,Shakhter,Shakhtar,3-0,49.4871968,31.2718321,Ukraine
Group stage,2004-10-20,Valencia,Inter,Spain,Italy,1,5,,,Estadi de Mestalla,Inter,1-5,39.4753863,-0.3565192,"Estadi de Mestalla, Spain"
Group stage,2004-11-02,Porto,Paris S-G,Portugal,France,0,0,,,Estádio do Dragão,,0-0,41.1618235,-8.5837492,"Estádio do Dragão, Portugal"
Group stage,2004-11-02,Inter,Valencia,Italy,Spain,0,0,,,Stadio Giuseppe Meazza,,0-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Group stage,2004-11-02,Barcelona,Milan,Spain,Italy,2,1,,,Camp Nou,Barcelona,2-1,41.3808046,2.1158872,"Camp Nou, Spain"
Group stage,2004-11-02,Celtic,Shakhtar,Scotland,Ukraine,1,0,,,Celtic Park,Celtic,1-0,55.8501815,-4.2068227,"Celtic Park, Scotland"
Group stage,2004-11-02,PSV Eindhoven,Rosenborg,Netherlands,Norway,1,0,,,PSV Stadion,PSV Eindhoven,1-0,51.4412669,5.468626,"PSV Stadion, Netherlands"
Group stage,2004-11-02,Arsenal,Panathinaikos,England,Greece,1,1,,,Highbury,,1-1,51.5457996,-0.1027127,"Highbury, England"
Group stage,2004-11-02,CSKA Moscow,Chelsea,Russia,England,0,1,,,Stadion Lokomotiv,Chelsea,0-1,55.1473115,61.4078083,"Stadion Lokomotiv, Russia"
Group stage,2004-11-02,Werder Bremen,Anderlecht,Germany,Belgium,5,1,,,Weserstadion,Werder Bremen,5-1,53.0664479,8.8376718,"Weserstadion, Germany"
Group stage,2004-11-03,Manchester Utd,Sparta Prague,England,Czech Republic,4,1,,,Old Trafford,Manchester Utd,4-1,53.4631095,-2.2913865,"Old Trafford, England"
Group stage,2004-11-03,Olympiacos,Monaco,Greece,France,1,0,,,Stadio Georgios Karaiskakis,Olympiacos,1-0,37.9464689,23.6644117,"Stadio Georgios Karaiskakis, Greece"
Group stage,2004-11-03,Lyon,Fenerbahçe,France,Turkey,4,2,,,Stade de Gerland,Lyon,4-2,45.7237762,4.8322542,"Stade de Gerland, France"
Group stage,2004-11-03,Maccabi Tel Aviv,Ajax,Israel,Netherlands,2,1,,,Itztadion Ramat Gan,Maccabi Tel Aviv,2-1,30.8124247,34.8594762,Israel
Group stage,2004-11-03,La Coruña,Liverpool,Spain,England,0,1,,,Estadio Municipal de Riazor,Liverpool,0-1,43.3687157,-8.4175098,"Estadio Municipal de Riazor, Spain"
Group stage,2004-11-03,Bayern Munich,Juventus,Germany,Italy,0,1,,,Olympiastadion,Juventus,0-1,52.5145846,13.2398144,"Olympiastadion, Germany"
Group stage,2004-11-03,Roma,Leverkusen,Italy,Germany,1,1,,,Stadio Olimpico,,1-1,41.9339424,12.4547705,"Stadio Olimpico, Italy"
Group stage,2004-11-03,Dynamo Kyiv,Real Madrid,Ukraine,Spain,2,2,,,Stadion Dynamo im. Valeriy Lobanovskiy,,2-2,49.4871968,31.2718321,Ukraine
Group stage,2004-11-23,Monaco,Liverpool,France,England,1,0,,,Stade Louis II,Monaco,1-0,46.603354,1.8883335,France
Group stage,2004-11-23,Bayern Munich,Maccabi Tel Aviv,Germany,Israel,5,1,,,Olympiastadion,Bayern Munich,5-1,52.5145846,13.2398144,"Olympiastadion, Germany"
Group stage,2004-11-23,Dynamo Kyiv,Roma,Ukraine,Italy,2,0,,,Stadion Dynamo im. Valeriy Lobanovskiy,Dynamo Kyiv,2-0,49.4871968,31.2718321,Ukraine
Group stage,2004-11-23,Juventus,Ajax,Italy,Netherlands,1,0,,,Delle Alpi,Juventus,1-0,46.2617049,10.59038,"Delle Alpi, Italy"
Group stage,2004-11-23,Real Madrid,Leverkusen,Spain,Germany,1,1,,,Estadio Santiago Bernabéu,,1-1,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Group stage,2004-11-23,Manchester Utd,Lyon,England,France,2,1,,,Old Trafford,Manchester Utd,2-1,53.4631095,-2.2913865,"Old Trafford, England"
Group stage,2004-11-23,Sparta Prague,Fenerbahçe,Czech Republic,Turkey,0,1,,,Stadion Letná,Fenerbahçe,0-1,50.0997126,14.4158918,"Stadion Letná, Czech Republic"
Group stage,2004-11-23,Olympiacos,La Coruña,Greece,Spain,1,0,,,Stadio Georgios Karaiskakis,Olympiacos,1-0,37.9464689,23.6644117,"Stadio Georgios Karaiskakis, Greece"
Group stage,2004-11-24,Anderlecht,Valencia,Belgium,Spain,1,2,,,Constant Vanden Stock Stadium,Valencia,1-2,50.8341434,4.2969279,"Constant Vanden Stock Stadium, Belgium"
Group stage,2004-11-24,Chelsea,Paris S-G,England,France,0,0,,,Stamford Bridge,,0-0,51.4816869,-0.1910336,"Stamford Bridge, England"
Group stage,2004-11-24,Barcelona,Celtic,Spain,Scotland,1,1,,,Camp Nou,,1-1,41.3808046,2.1158872,"Camp Nou, Spain"
Group stage,2004-11-24,Werder Bremen,Inter,Germany,Italy,1,1,,,Weserstadion,,1-1,53.0664479,8.8376718,"Weserstadion, Germany"
Group stage,2004-11-24,Rosenborg,Panathinaikos,Norway,Greece,2,2,,,Lerkendal Stadion,,2-2,63.4123264,10.4044664,"Lerkendal Stadion, Norway"
Group stage,2004-11-24,PSV Eindhoven,Arsenal,Netherlands,England,1,1,,,PSV Stadion,,1-1,51.4412669,5.468626,"PSV Stadion, Netherlands"
Group stage,2004-11-24,Milan,Shakhtar,Italy,Ukraine,4,0,,,Stadio Giuseppe Meazza,Milan,4-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Group stage,2004-11-24,CSKA Moscow,Porto,Russia,Portugal,0,1,,,Stadion Lokomotiv,Porto,0-1,55.1473115,61.4078083,"Stadion Lokomotiv, Russia"
Group stage,2004-12-07,Valencia,Werder Bremen,Spain,Germany,0,2,,,Estadi de Mestalla,Werder Bremen,0-2,39.4753863,-0.3565192,"Estadi de Mestalla, Spain"
Group stage,2004-12-07,Porto,Chelsea,Portugal,England,2,1,,,Estádio do Dragão,Porto,2-1,41.1618235,-8.5837492,"Estádio do Dragão, Portugal"
Group stage,2004-12-07,Paris S-G,CSKA Moscow,France,Russia,1,3,,,Parc des Princes,CSKA Moscow,1-3,48.8413634,2.2530693,"Parc des Princes, France"
Group stage,2004-12-07,Arsenal,Rosenborg,England,Norway,5,1,,,Highbury,Arsenal,5-1,51.5457996,-0.1027127,"Highbury, England"
Group stage,2004-12-07,Shakhtar,Barcelona,Ukraine,Spain,2,0,,,Shakhter,Shakhtar,2-0,49.4871968,31.2718321,Ukraine
Group stage,2004-12-07,Celtic,Milan,Scotland,Italy,0,0,,,Celtic Park,,0-0,55.8501815,-4.2068227,"Celtic Park, Scotland"
Group stage,2004-12-07,Inter,Anderlecht,Italy,Belgium,3,0,,,Stadio Giuseppe Meazza,Inter,3-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Group stage,2004-12-07,Panathinaikos,PSV Eindhoven,Greece,Netherlands,4,1,,,Apostolos Nikolaidis,Panathinaikos,4-1,37.9871895,23.7541388,"Apostolos Nikolaidis, Greece"
Group stage,2004-12-08,Ajax,Bayern Munich,Netherlands,Germany,2,2,,,Amsterdam ArenA,,2-2,52.3159898,4.9429305,"Amsterdam ArenA, Netherlands"
Group stage,2004-12-08,Lyon,Sparta Prague,France,Czech Republic,5,0,,,Stade de Gerland,Lyon,5-0,45.7237762,4.8322542,"Stade de Gerland, France"
Group stage,2004-12-08,Roma,Real Madrid,Italy,Spain,0,3,,,Stadio Olimpico,Real Madrid,0-3,41.9339424,12.4547705,"Stadio Olimpico, Italy"
Group stage,2004-12-08,Maccabi Tel Aviv,Juventus,Israel,Italy,1,1,,,Itztadion Ramat Gan,,1-1,30.8124247,34.8594762,Israel
Group stage,2004-12-08,Liverpool,Olympiacos,England,Greece,3,1,,,Anfield,Liverpool,3-1,53.4309164,-2.9609314,"Anfield, England"
Group stage,2004-12-08,Fenerbahçe,Manchester Utd,Turkey,England,3,0,,,Şükrü Saracoğlu,Fenerbahçe,3-0,40.9875807,29.0369773,"Şükrü Saracoğlu, Turkey"
Group stage,2004-12-08,Leverkusen,Dynamo Kyiv,Germany,Ukraine,3,0,,,BayArena,Leverkusen,3-0,51.0381439,7.0030964,"BayArena, Germany"
Group stage,2004-12-08,La Coruña,Monaco,Spain,France,0,5,,,Estadio Municipal de Riazor,Monaco,0-5,43.3687157,-8.4175098,"Estadio Municipal de Riazor, Spain"
Round of 16,2005-02-22,PSV Eindhoven,Monaco,Netherlands,France,1,0,,,PSV Stadion,PSV Eindhoven,1-0,51.4412669,5.468626,"PSV Stadion, Netherlands"
Round of 16,2005-02-22,Bayern Munich,Arsenal,Germany,England,3,1,,,Olympiastadion,Bayern Munich,3-1,52.5145846,13.2398144,"Olympiastadion, Germany"
Round of 16,2005-02-22,Liverpool,Leverkusen,England,Germany,3,1,,,Anfield,Liverpool,3-1,53.4309164,-2.9609314,"Anfield, England"
Round of 16,2005-02-22,Real Madrid,Juventus,Spain,Italy,1,0,,,Estadio Santiago Bernabéu,Real Madrid,1-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Round of 16,2005-02-23,Barcelona,Chelsea,Spain,England,2,1,,,Camp Nou,Barcelona,2-1,41.3808046,2.1158872,"Camp Nou, Spain"
Round of 16,2005-02-23,Manchester Utd,Milan,England,Italy,0,1,,,Old Trafford,Milan,0-1,53.4631095,-2.2913865,"Old Trafford, England"
Round of 16,2005-02-23,Werder Bremen,Lyon,Germany,France,0,3,,,Weserstadion,Lyon,0-3,53.0664479,8.8376718,"Weserstadion, Germany"
Round of 16,2005-02-23,Porto,Inter,Portugal,Italy,1,1,,,Estádio do Dragão,,1-1,41.1618235,-8.5837492,"Estádio do Dragão, Portugal"
Round of 16,2005-03-08,Milan,Manchester Utd,Italy,England,1,0,,,Stadio Giuseppe Meazza,Milan,1-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Round of 16,2005-03-08,Chelsea,Barcelona,England,Spain,4,2,,,Stamford Bridge,Chelsea,4-2,51.4816869,-0.1910336,"Stamford Bridge, England"
Round of 16,2005-03-08,Lyon,Werder Bremen,France,Germany,7,2,,,Stade de Gerland,Lyon,7-2,45.7237762,4.8322542,"Stade de Gerland, France"
Round of 16,2005-03-09,Leverkusen,Liverpool,Germany,England,1,3,,,BayArena,Liverpool,1-3,51.0381439,7.0030964,"BayArena, Germany"
Round of 16,2005-03-09,Arsenal,Bayern Munich,England,Germany,1,0,,,Highbury,Arsenal,1-0,51.5457996,-0.1027127,"Highbury, England"
Round of 16,2005-03-09,Monaco,PSV Eindhoven,France,Netherlands,0,2,,,Stade Louis II,PSV Eindhoven,0-2,46.603354,1.8883335,France
Round of 16,2005-03-09,Juventus,Real Madrid,Italy,Spain,2,0,,,Delle Alpi,Juventus,2-0,46.2617049,10.59038,"Delle Alpi, Italy"
Round of 16,2005-03-15,Inter,Porto,Italy,Portugal,3,1,,,Stadio Giuseppe Meazza,Inter,3-1,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Quarter-finals,2005-04-05,Lyon,PSV Eindhoven,France,Netherlands,1,1,,,Stade de Gerland,,1-1,45.7237762,4.8322542,"Stade de Gerland, France"
Quarter-finals,2005-04-05,Liverpool,Juventus,England,Italy,2,1,,,Anfield,Liverpool,2-1,53.4309164,-2.9609314,"Anfield, England"
Quarter-finals,2005-04-06,Chelsea,Bayern Munich,England,Germany,4,2,,,Stamford Bridge,Chelsea,4-2,51.4816869,-0.1910336,"Stamford Bridge, England"
Quarter-finals,2005-04-06,Milan,Inter,Italy,Italy,2,0,,,Stadio Giuseppe Meazza,Milan,2-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Quarter-finals,2005-04-12,Bayern Munich,Chelsea,Germany,England,3,2,,,Olympiastadion,Bayern Munich,3-2,52.5145846,13.2398144,"Olympiastadion, Germany"
Quarter-finals,2005-04-12,Inter,Milan,Italy,Italy,0,3,,,Stadio Giuseppe Meazza,Milan,0-3,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Quarter-finals,2005-04-13,PSV Eindhoven,Lyon,Netherlands,France,1,1,4.0,2.0,PSV Stadion,PSV Eindhoven,1-1,51.4412669,5.468626,"PSV Stadion, Netherlands"
Quarter-finals,2005-04-13,Juventus,Liverpool,Italy,England,0,0,,,Delle Alpi,,0-0,46.2617049,10.59038,"Delle Alpi, Italy"
Semi-finals,2005-04-26,Milan,PSV Eindhoven,Italy,Netherlands,2,0,,,Stadio Giuseppe Meazza,Milan,2-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Semi-finals,2005-04-27,Chelsea,Liverpool,England,England,0,0,,,Stamford Bridge,,0-0,51.4816869,-0.1910336,"Stamford Bridge, England"
Semi-finals,2005-05-03,Liverpool,Chelsea,England,England,1,0,,,Anfield,Liverpool,1-0,53.4309164,-2.9609314,"Anfield, England"
Semi-finals,2005-05-04,PSV Eindhoven,Milan,Netherlands,Italy,3,1,,,PSV Stadion,PSV Eindhoven,3-1,51.4412669,5.468626,"PSV Stadion, Netherlands"
Final,2005-05-25,Milan,Liverpool,Italy,England,3,3,2.0,3.0,Atatürk Olimpiyat Stadium (Neutral Site),Liverpool,3-3,41.0744732,28.7656611,Atatürk Olimpiyat Stadium 
